day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;37100;KELP;2021;27;;;;;2024;23;;;;;2022.5;31.255859375
-1;37100;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;-2666.0
-1;37200;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;-2666.0
-1;37200;KELP;2021;25;;;;;2024;21;;;;;2022.5;31.87109375
-1;37300;KELP;2022;4;2021;28;;;2024;1;2025;27;;;2023.0;28.8828125
-1;37300;RAINFOREST_RESIN;9996;1;9995;27;;;9998;10;10002;4;10004;1;9997.0;-2666.0
-1;37400;RAINFOREST_RESIN;10002;1;9998;2;9995;30;10005;30;;;;;10003.5;-2675.0
-1;37400;KELP;2021;30;;;;;2024;30;;;;;2022.5;29.875
-1;37500;KELP;2020;27;;;;;2024;27;;;;;2022.0;36.99609375
-1;37500;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;-2713.0
-1;37600;KELP;2020;22;;;;;2024;22;;;;;2022.0;38.423828125
-1;37600;RAINFOREST_RESIN;9995;22;;;;;10002;7;10005;22;;;9998.5;-2710.0
-1;37700;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-2710.0
-1;37700;KELP;2020;24;;;;;2024;24;;;;;2022.0;38.013671875
-1;37800;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;-2710.0
-1;37800;KELP;2020;24;;;;;2024;25;;;;;2022.0;39.0
-1;37900;KELP;2019;25;;;;;2023;25;;;;;2021.0;47.044921875
-1;37900;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;-2710.0
-1;38000;KELP;2019;32;;;;;2021;4;2023;32;;;2020.0;47.1328125
-1;38000;RAINFOREST_RESIN;10002;1;9996;2;9995;30;10004;2;10005;30;;;10003.0;-2710.0
-1;38100;RAINFOREST_RESIN;9996;2;9995;26;;;10002;2;10004;2;10005;26;9999.0;-2708.0
-1;38100;KELP;2019;28;;;;;2022;2;2023;26;;;2020.5;48.583984375
-1;38200;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;-2708.0
-1;38200;KELP;2019;28;;;;;2023;28;;;;;2021.0;46.01171875
-1;38300;KELP;2019;26;;;;;2022;26;;;;;2020.5;49.609375
-1;38300;RAINFOREST_RESIN;9998;5;9995;26;;;10005;26;;;;;10001.5;-2708.0
-1;38400;KELP;2019;24;;;;;2020;6;2022;24;;;2019.5;50.0390625
-1;38400;RAINFOREST_RESIN;9996;1;9995;23;;;10000;6;10004;1;10005;23;9998.0;-2708.0
-1;38500;RAINFOREST_RESIN;10002;1;9995;21;;;10005;21;;;;;10003.5;-2708.0
-1;38500;KELP;2019;21;;;;;2022;21;;;;;2020.5;51.419921875
-1;38600;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;-2711.0
-1;38600;KELP;2019;30;;;;;2022;30;;;;;2020.5;50.890625
-1;38700;KELP;2019;20;;;;;2022;20;;;;;2020.5;50.455078125
-1;38700;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;-2708.0
-1;38800;KELP;2019;21;;;;;2020;2;2021;1;2022;21;2019.5;50.431640625
-1;38800;RAINFOREST_RESIN;9996;1;9995;20;;;10002;1;10004;1;10005;20;9999.0;-2708.0
-1;38900;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;-2708.0
-1;38900;KELP;2019;32;;;;;2021;7;2022;2;2023;30;2020.0;49.017578125
-1;39000;RAINFOREST_RESIN;9995;23;;;;;10002;9;10005;23;;;9998.5;-2708.0
-1;39000;KELP;2019;23;;;;;2023;23;;;;;2021.0;47.041015625
-1;39100;KELP;2020;25;;;;;2023;25;;;;;2021.5;42.466796875
-1;39100;RAINFOREST_RESIN;9998;8;9996;1;9995;24;10004;1;10005;24;;;10001.0;-2708.0
-1;39200;KELP;2020;30;;;;;2022;2;2023;30;;;2021.0;41.416015625
-1;39200;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;-2708.0
-1;39300;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;-2708.0
-1;39300;KELP;2020;27;;;;;2023;27;;;;;2021.5;39.91796875
-1;39400;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;-2708.0
-1;39400;KELP;2020;31;;;;;2022;5;2023;31;;;2021.0;43.388671875
-1;39500;KELP;2019;27;;;;;2021;3;2022;27;;;2020.0;51.41796875
-1;39500;RAINFOREST_RESIN;9995;27;;;;;9998;1;10002;2;10005;27;9996.5;-2705.0
-1;39600;KELP;2021;4;2019;23;;;2023;23;;;;;2022.0;48.08984375
-1;39600;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;-2798.0
-1;39700;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;-2798.0
-1;39700;KELP;2019;28;;;;;2022;2;2023;22;;;2020.5;48.95703125
-1;39800;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;-2798.0
-1;39800;KELP;2019;28;;;;;2022;1;2023;27;;;2020.5;49.021484375
-1;39900;KELP;2019;31;;;;;2022;31;;;;;2020.5;51.75
-1;39900;RAINFOREST_RESIN;9996;1;9995;30;;;10002;4;10004;1;10005;30;9999.0;-2798.0
-1;40000;KELP;2018;22;;;;;2022;22;;;;;2020.0;55.126953125
-1;40000;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;-2798.0
-1;40100;RAINFOREST_RESIN;9996;2;9995;29;;;10002;8;10004;2;10005;29;9999.0;-2798.0
-1;40100;KELP;2019;31;;;;;2022;31;;;;;2020.5;51.8984375
-1;40200;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;-2798.0
-1;40200;KELP;2019;1;2018;28;;;2022;29;;;;;2020.5;55.298828125
-1;40300;KELP;2019;22;;;;;2022;22;;;;;2020.5;53.916015625
-1;40300;RAINFOREST_RESIN;9995;22;;;;;9998;1;10005;22;;;9996.5;-2798.0
-1;40400;KELP;2018;24;;;;;2022;24;;;;;2020.0;56.392578125
-1;40400;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-2796.0
-1;40500;RAINFOREST_RESIN;10002;1;9996;2;9995;27;10004;2;10005;27;;;10003.0;-2796.0
-1;40500;KELP;2019;1;2018;27;;;2022;29;;;;;2020.5;55.669921875
-1;40600;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;-2882.0
-1;40600;KELP;2019;4;2018;26;;;2022;26;;;;;2020.5;57.025390625
-1;40700;KELP;2018;22;;;;;2021;22;;;;;2019.5;62.65625
-1;40700;RAINFOREST_RESIN;9998;7;9996;2;9995;20;10004;2;10005;20;;;10001.0;-2882.0
-1;40800;KELP;2018;27;;;;;2021;27;;;;;2019.5;60.33203125
-1;40800;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;-2882.0
-1;40900;RAINFOREST_RESIN;9998;10;9996;2;9995;26;10004;2;10005;26;;;10001.0;-2882.0
-1;40900;KELP;2017;28;;;;;2021;28;;;;;2019.0;66.25
-1;41000;RAINFOREST_RESIN;9995;21;;;;;10002;10;10005;21;;;9998.5;-2848.0
-1;41000;KELP;2018;20;;;;;2020;3;2021;21;;;2019.0;61.03515625
-1;41100;KELP;2018;24;;;;;2021;27;;;;;2019.5;61.513671875
-1;41100;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;-2848.0
-1;41200;KELP;2018;29;;;;;2021;29;;;;;2019.5;61.66015625
-1;41200;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;-2848.0
-1;41300;RAINFOREST_RESIN;9998;2;9996;1;9995;24;10004;1;10005;24;;;10001.0;-2848.0
-1;41300;KELP;2017;25;;;;;2019;4;2021;25;;;2018.0;66.947265625
-1;41400;RAINFOREST_RESIN;9998;5;9996;2;9995;23;10000;4;10004;2;10005;23;9999.0;-2848.0
-1;41400;KELP;2017;25;;;;;2018;4;2019;5;2020;25;2017.5;73.92578125
-1;41500;KELP;2017;22;;;;;2019;1;2021;22;;;2018.0;67.744140625
-1;41500;RAINFOREST_RESIN;9998;8;9996;2;9995;20;10004;2;10005;20;;;10001.0;-2848.0
-1;41600;KELP;2017;23;;;;;2019;7;2020;1;2021;22;2018.0;68.44921875
-1;41600;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;-2848.0
-1;41700;RAINFOREST_RESIN;10000;5;9995;21;;;10005;21;;;;;10002.5;-2848.0
-1;41700;KELP;2019;4;2017;21;;;2021;21;;;;;2020.0;66.591796875
-1;41800;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;-2848.0
-1;41800;KELP;2018;24;;;;;2021;24;;;;;2019.5;62.4140625
-1;41900;KELP;2018;22;;;;;2020;1;2021;22;;;2019.0;61.91015625
-1;41900;RAINFOREST_RESIN;9996;1;9995;21;;;9998;4;10004;1;10005;21;9997.0;-2848.0
-1;42000;KELP;2018;31;;;;;2020;5;2021;32;;;2019.0;60.078125
-1;42000;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;-2849.0
-1;42100;RAINFOREST_RESIN;9998;8;9996;2;9995;21;10004;2;10005;21;;;10001.0;-2849.0
-1;42100;KELP;2018;23;;;;;2021;2;2022;21;;;2019.5;58.7890625
-1;42200;RAINFOREST_RESIN;10002;1;9995;28;;;10005;28;;;;;10003.5;-2849.0
-1;42200;KELP;2018;28;;;;;2022;28;;;;;2020.0;58.33203125
-1;42300;KELP;2018;20;;;;;2019;7;2020;2;2022;20;2018.5;57.83203125
-1;42300;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;-2892.0
-1;42400;KELP;2019;30;;;;;2022;31;;;;;2020.5;54.296875
-1;42400;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;-2892.0
-1;42500;RAINFOREST_RESIN;9995;24;;;;;10002;3;10005;24;;;9998.5;-2892.0
-1;42500;KELP;2019;24;;;;;2022;24;;;;;2020.5;54.57421875
-1;42600;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;-2876.0
-1;42600;KELP;2019;26;;;;;2022;26;;;;;2020.5;53.583984375
-1;42700;KELP;2018;26;;;;;2022;26;;;;;2020.0;56.83984375
-1;42700;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;-2868.0
-1;42800;KELP;2019;30;;;;;2022;30;;;;;2020.5;54.404296875
-1;42800;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;-2868.0
-1;42900;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;-2868.0
-1;42900;KELP;2019;25;;;;;2022;25;;;;;2020.5;52.099609375
-1;43000;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;-2860.0
-1;43000;KELP;2020;2;2019;23;;;2023;23;;;;;2021.5;47.23046875
-1;43100;KELP;2020;21;;;;;2023;21;;;;;2021.5;43.65234375
-1;43100;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;-2860.0
-1;43200;KELP;2019;21;;;;;2023;21;;;;;2021.0;46.150390625
-1;43200;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;-2860.0
-1;43300;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;-2860.0
-1;43300;KELP;2019;25;;;;;2021;2;2023;25;;;2020.0;46.20703125
-1;43400;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;-2860.0
-1;43400;KELP;2021;4;2020;24;;;2023;24;;;;;2022.0;44.78125
-1;43500;KELP;2020;22;;;;;2022;7;2023;23;;;2021.0;44.068359375
-1;43500;RAINFOREST_RESIN;9998;7;9995;23;;;10005;23;;;;;10001.5;-2860.0
-1;43600;KELP;2020;5;2019;21;;;2023;23;;;;;2021.5;45.33203125
-1;43600;RAINFOREST_RESIN;9996;2;9995;21;;;10002;9;10004;2;10005;21;9999.0;-2860.0
-1;43700;KELP;2020;24;;;;;2023;24;;;;;2021.5;44.404296875
-1;43700;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-2860.0
-1;43800;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;-2860.0
-1;43800;KELP;2020;35;;;;;2023;28;;;;;2021.5;42.888671875
-1;43900;KELP;2020;36;;;;;2023;30;;;;;2021.5;44.720703125
-1;43900;RAINFOREST_RESIN;10002;4;9998;2;9996;1;10004;1;10005;29;;;10003.0;-2860.0
-1;44000;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;-2911.0
-1;44000;KELP;2020;22;;;;;2022;3;2023;22;;;2021.0;42.75
-1;44100;KELP;2019;24;;;;;2023;24;;;;;2021.0;47.66015625
-1;44100;RAINFOREST_RESIN;9995;24;;;;;9998;1;10002;2;10005;24;9996.5;-2911.0
-1;44200;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;-2974.0
-1;44200;KELP;2019;21;;;;;2023;21;;;;;2021.0;48.140625
-1;44300;KELP;2019;27;;;;;2023;27;;;;;2021.0;47.451171875
-1;44300;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;-2974.0
-1;44400;RAINFOREST_RESIN;9998;7;9995;28;;;10005;28;;;;;10001.5;-2974.0
-1;44400;KELP;2018;28;;;;;2022;28;;;;;2020.0;55.6484375
-1;44500;KELP;2021;1;2019;2;2018;21;2022;21;;;;;2021.5;55.22265625
-1;44500;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;-2974.0
-1;44600;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-2974.0
-1;44600;KELP;2019;24;;;;;2022;24;;;;;2020.5;53.41796875
-1;44700;KELP;2019;29;;;;;2022;29;;;;;2020.5;53.8828125
-1;44700;RAINFOREST_RESIN;9995;29;;;;;10002;10;10005;29;;;9998.5;-2974.0
-1;44800;RAINFOREST_RESIN;9995;29;;;;;9998;1;10002;10;10005;29;9996.5;-2974.0
-1;44800;KELP;2018;29;;;;;2022;29;;;;;2020.0;55.890625
-1;44900;KELP;2019;1;2018;26;;;2022;26;;;;;2020.5;56.626953125
-1;44900;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;-2972.0
-1;45000;RAINFOREST_RESIN;10002;1;9996;2;9995;24;10004;2;10005;24;;;10003.0;-2972.0
-1;45000;KELP;2018;26;;;;;2022;26;;;;;2020.0;56.4296875
-1;45100;KELP;2019;27;;;;;2021;5;2022;27;;;2020.0;54.2578125
-1;45100;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;-3043.0
-1;45200;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;-3043.0
-1;45200;KELP;2019;29;;;;;2021;6;2022;29;;;2020.0;54.70703125
-1;45300;KELP;2018;26;;;;;2021;22;;;;;2019.5;59.7265625
-1;45300;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;-3043.0
-1;45400;RAINFOREST_RESIN;9996;2;9995;21;;;9998;1;10004;2;10005;21;9997.0;-3043.0
-1;45400;KELP;2018;22;;;;;2020;2;2021;23;;;2019.0;62.73828125
-1;45500;KELP;2018;25;;;;;2019;3;2021;25;;;2018.5;61.87109375
-1;45500;RAINFOREST_RESIN;9996;1;9995;24;;;10000;3;10004;1;10005;24;9998.0;-3134.0
-1;45600;RAINFOREST_RESIN;9995;26;;;;;10002;5;10005;26;;;9998.5;-3135.0
-1;45600;KELP;2018;33;;;;;2021;26;;;;;2019.5;60.88671875
-1;45700;KELP;2018;24;;;;;2021;24;;;;;2019.5;60.751953125
-1;45700;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;-3135.0
-1;45800;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;-3135.0
-1;45800;KELP;2018;27;;;;;2021;28;;;;;2019.5;60.111328125
-1;45900;KELP;2019;4;2018;31;;;2022;31;;;;;2020.5;57.36328125
-1;45900;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;-3135.0
-1;46000;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;-3135.0
-1;46000;KELP;2019;2;2018;24;;;2022;26;;;;;2020.5;54.990234375
-1;46100;KELP;2019;25;;;;;2022;25;;;;;2020.5;54.15625
-1;46100;RAINFOREST_RESIN;9998;6;9996;2;9995;23;10004;2;10005;23;;;10001.0;-3135.0
-1;46200;RAINFOREST_RESIN;9998;2;9996;1;9995;27;10004;1;10005;27;;;10001.0;-3135.0
-1;46200;KELP;2018;28;;;;;2021;1;2022;27;;;2019.5;58.404296875
-1;46300;KELP;2018;29;;;;;2021;29;;;;;2019.5;60.8203125
-1;46300;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;-3135.0
-1;46400;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;-3135.0
-1;46400;KELP;2018;22;;;;;2022;22;;;;;2020.0;58.650390625
-1;46500;KELP;2019;6;2018;31;;;2021;31;;;;;2020.0;59.220703125
-1;46500;RAINFOREST_RESIN;10000;6;9996;1;9995;30;10004;1;10005;30;;;10002.0;-3135.0
-1;46600;KELP;2019;3;2018;28;;;2021;1;2022;27;;;2020.0;58.330078125
-1;46600;RAINFOREST_RESIN;9998;10;9996;1;9995;27;10004;1;10005;27;;;10001.0;-3135.0
-1;46700;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;-3133.0
-1;46700;KELP;2019;26;;;;;2022;26;;;;;2020.5;54.537109375
-1;46800;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;-3133.0
-1;46800;KELP;2019;22;;;;;2022;22;;;;;2020.5;52.056640625
-1;46900;KELP;2021;1;2019;32;;;2022;32;;;;;2021.5;54.275390625
-1;46900;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;-3133.0
-1;47000;KELP;2019;21;;;;;2022;21;;;;;2020.5;53.53515625
-1;47000;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;-3133.0
-1;47100;RAINFOREST_RESIN;9996;2;9995;24;;;9998;1;10004;2;10005;24;9997.0;-3133.0
-1;47100;KELP;2019;22;;;;;2022;26;;;;;2020.5;54.265625
-1;47200;RAINFOREST_RESIN;10002;1;9996;2;9995;28;10004;2;10005;28;;;10003.0;-3131.0
-1;47200;KELP;2019;30;;;;;2022;30;;;;;2020.5;53.98828125
-1;47300;KELP;2019;25;;;;;2021;1;2022;25;;;2020.0;53.19140625
-1;47300;RAINFOREST_RESIN;10002;1;9998;3;9995;25;10005;25;;;;;10003.5;-3212.0
-1;47400;KELP;2019;25;;;;;2022;24;;;;;2020.5;51.240234375
-1;47400;RAINFOREST_RESIN;9995;24;;;;;10002;9;10005;24;;;9998.5;-3215.0
-1;47500;RAINFOREST_RESIN;9995;30;;;;;10002;1;10005;30;;;9998.5;-3215.0
-1;47500;KELP;2019;30;;;;;2021;6;2022;30;;;2020.0;51.462890625
-1;47600;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;-3215.0
-1;47600;KELP;2019;28;;;;;2022;28;;;;;2020.5;49.732421875
-1;47700;KELP;2019;23;;;;;2022;23;;;;;2020.5;49.333984375
-1;47700;RAINFOREST_RESIN;9996;1;9995;22;;;10002;8;10004;1;10005;22;9999.0;-3215.0
-1;47800;KELP;2019;23;;;;;2022;1;2023;22;;;2020.5;48.818359375
-1;47800;RAINFOREST_RESIN;9996;1;9995;22;;;10002;8;10004;1;10005;22;9999.0;-3215.0
-1;47900;RAINFOREST_RESIN;10002;1;9995;27;;;10005;27;;;;;10003.5;-3215.0
-1;47900;KELP;2019;27;;;;;2023;27;;;;;2021.0;48.646484375
-1;48000;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;-3218.0
-1;48000;KELP;2019;27;;;;;2023;27;;;;;2021.0;48.8359375
-1;48100;KELP;2019;22;;;;;2022;21;;;;;2020.5;50.638671875
-1;48100;RAINFOREST_RESIN;9995;21;;;;;10002;9;10005;21;;;9998.5;-3218.0
-1;48200;KELP;2019;25;;;;;2022;25;;;;;2020.5;51.19140625
-1;48200;RAINFOREST_RESIN;9998;5;9995;25;;;10005;25;;;;;10001.5;-3214.0
-1;48300;RAINFOREST_RESIN;9996;1;9995;28;;;9998;1;10000;5;10004;1;9997.0;-3214.0
-1;48300;KELP;2018;29;;;;;2019;5;2022;29;;;2018.5;57.87890625
-1;48400;RAINFOREST_RESIN;9995;27;;;;;10002;7;10005;27;;;9998.5;-3313.0
-1;48400;KELP;2019;1;2018;27;;;2022;27;;;;;2020.5;56.53515625
-1;48500;KELP;2019;1;2018;29;;;2022;29;;;;;2020.5;57.05859375
-1;48500;RAINFOREST_RESIN;9995;29;;;;;9998;1;10005;29;;;9996.5;-3313.0
-1;48600;KELP;2019;1;2018;29;;;2022;29;;;;;2020.5;56.880859375
-1;48600;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;-3311.0
-1;48700;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;-3308.0
-1;48700;KELP;2018;23;;;;;2022;23;;;;;2020.0;57.5234375
-1;48800;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-3308.0
-1;48800;KELP;2019;29;;;;;2022;24;;;;;2020.5;54.576171875
-1;48900;KELP;2019;34;;;;;2022;27;;;;;2020.5;53.44140625
-1;48900;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;-3308.0
-1;49000;KELP;2019;39;;;;;2022;32;;;;;2020.5;54.345703125
-1;49000;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;-3308.0
-1;49100;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;-3308.0
-1;49100;KELP;2019;40;;;;;2022;32;;;;;2020.5;51.568359375
-1;49200;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;-3308.0
-1;49200;KELP;2019;21;;;;;2022;21;;;;;2020.5;53.796875
-1;49300;KELP;2019;21;;;;;2022;22;;;;;2020.5;52.556640625
-1;49300;RAINFOREST_RESIN;9998;9;9996;1;9995;21;10004;1;10005;21;;;10001.0;-3308.0
-1;49400;KELP;2021;9;2020;5;2019;20;2022;20;;;;;2021.5;53.916015625
-1;49400;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;-3308.0
-1;49500;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;-3308.0
-1;49500;KELP;2019;40;;;;;2022;32;;;;;2020.5;52.080078125
-1;49600;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;-3308.0
-1;49600;KELP;2021;1;2019;24;;;2022;24;;;;;2021.5;50.431640625
-1;49700;KELP;2019;28;;;;;2022;28;;;;;2020.5;50.921875
-1;49700;RAINFOREST_RESIN;9998;7;9996;2;9995;26;10004;2;10005;26;;;10001.0;-3308.0
-1;49800;KELP;2019;25;;;;;2020;5;2023;25;;;2019.5;46.3125
-1;49800;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;-3308.0
-1;49900;RAINFOREST_RESIN;9998;3;9995;23;;;10005;23;;;;;10001.5;-3308.0
-1;49900;KELP;2019;23;;;;;2023;23;;;;;2021.0;47.423828125
-1;50000;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;-3300.0
-1;50000;KELP;2019;21;;;;;2022;1;2023;20;;;2020.5;48.490234375
-1;50100;KELP;2019;24;;;;;2021;2;2022;24;;;2020.0;49.779296875
-1;50100;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;-3300.0
-1;50200;KELP;2019;24;;;;;2023;24;;;;;2021.0;46.75
-1;50200;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;-3300.0
-1;50300;RAINFOREST_RESIN;9995;30;;;;;10002;10;10005;30;;;9998.5;-3300.0
-1;50300;KELP;2019;30;;;;;2023;30;;;;;2021.0;45.8203125
-1;50400;RAINFOREST_RESIN;9998;4;9996;1;9995;22;10000;2;10004;1;10005;22;9999.0;-3300.0
-1;50400;KELP;2019;23;;;;;2021;3;2023;23;;;2020.0;46.009765625
-1;50500;KELP;2019;25;;;;;2023;25;;;;;2021.0;46.3515625
-1;50500;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;-3300.0
-1;50600;KELP;2019;21;;;;;2020;6;2023;23;;;2019.5;45.576171875
-1;50600;RAINFOREST_RESIN;10002;1;9996;2;9995;21;10004;2;10005;21;;;10003.0;-3300.0
-1;50700;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;-3398.0
-1;50700;KELP;2020;24;;;;;2023;24;;;;;2021.5;44.84375
-1;50800;RAINFOREST_RESIN;10002;5;9996;2;9995;22;10004;2;10005;22;;;10003.0;-3398.0
-1;50800;KELP;2022;1;2020;24;;;2023;24;;;;;2022.5;43.443359375
-1;50900;KELP;2020;28;;;;;2022;4;2023;28;;;2021.0;42.8125
-1;50900;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;-3388.0
-1;51000;KELP;2020;28;;;;;2023;28;;;;;2021.5;43.70703125
-1;51000;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;-3388.0
-1;51100;RAINFOREST_RESIN;9998;6;9996;1;9995;25;10004;1;10005;25;;;10001.0;-3388.0
-1;51100;KELP;2020;26;;;;;2023;26;;;;;2021.5;41.79296875
-1;51200;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;-3388.0
-1;51200;KELP;2020;30;;;;;2023;30;;;;;2021.5;43.021484375
-1;51300;KELP;2020;25;;;;;2023;25;;;;;2021.5;39.53125
-1;51300;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;-3388.0
-1;51400;KELP;2020;30;;;;;2023;30;;;;;2021.5;41.546875
-1;51400;RAINFOREST_RESIN;9995;30;;;;;10002;3;10005;30;;;9998.5;-3388.0
-1;51500;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;-3388.0
-1;51500;KELP;2022;1;2020;30;;;2023;30;;;;;2022.5;41.77734375
-1;51600;RAINFOREST_RESIN;10000;5;9996;2;9995;22;10002;1;10004;2;10005;22;10001.0;-3388.0
-1;51600;KELP;2021;5;2020;24;;;2023;24;;;;;2022.0;41.28515625
-1;51700;KELP;2020;16;;;;;2023;20;;;;;2021.5;42.8125
-1;51700;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;-3386.0
-1;51800;KELP;2020;1;2019;24;;;2023;25;;;;;2021.5;44.951171875
-1;51800;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;-3358.0
-1;51900;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-3358.0
